name,year,domestic_box_office,international_box_office,worldwide_box_office,opening_weekend,legs,production_budget,theater_counts,mpaa_rating,running_time,genre,production_method,creative_type,production_companies,synopsis,link,tconst,poster_path,similar_movies,bb_profit,bb_profit_multiple,bb_profit_score,bb_profit_multiple_score,bb_score
The Ten Commandments,1956,85400591,33925.0,85434516.0,,3.78,13500000.0,,G,220.0,Drama,Live Action,Dramatization,,,https://www.the-numbers.com/movie/Ten-Commandments-The-(1956)#tab=summary,tt0049833,https://image.tmdb.org/t/p/w300_and_h450_bestv2//3Ei59AR64x6dMZfWobPCkZjbqTL.jpg,"[{'name': 'The Passion of the Christ', 'link': 'The Passion of the Christ^2004', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//4l9LCSOfEJ0vSY9D6kpH2OVfk0j.jpg'}, {'name': 'The Prince of Egypt', 'link': 'The Prince of Egypt^1998', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//2xUjYwL6Ol7TLJPPKs7sYW5PWLX.jpg'}, {'name': 'The Mummy', 'link': 'The Mummy^1999', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//yhIsVvcUm7QxzLfT6HW2wLf5ajY.jpg'}, {'name': 'The Mummy Returns', 'link': 'The Mummy Returns^2001', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//kRntm0s0uNixsu3djaS9Kk96zLu.jpg'}, {'name': 'The Scorpion King', 'link': 'The Scorpion King^2002', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//a0JuPcx2ROBACx105ui3eRlT6wU.jpg'}]",71934516.0,1.0,2.8190805466509814,100.0,31.973356382655687
Power Rangers,2017,85364450,57167102.0,142531552.0,40300288.0,3.78,120000000.0,4.3,PG-13,124.0,Action,Animation/Live Action,Kids Fiction,Lionsgate,A group of ordinary high school kids find themselves infused with extraterrestrial powers and must harness those powers as a team to save the world.,https://www.the-numbers.com/movie/Power-Rangers-(2017)#tab=summary,tt3717490,https://image.tmdb.org/t/p/w300_and_h450_bestv2//iRAZIEgfB9N0BObV0QI61Nxh92h.jpg,"[{'name': 'Spider-Man: Homecoming', 'link': 'Spider-Man: Homecoming^2017', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//c24sv2weTHPsmDa7jEMN0m2P3RT.jpg'}, {'name': 'Superman Returns', 'link': 'Superman Returns^2006', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//6ZYOpyhFZrAQIe1BuhqVgzfAdGZ.jpg'}, {'name': 'X-Men: Apocalypse', 'link': 'X-Men: Apocalypse^2016', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//2mtQwJKVKQrZgTz49Dizb25eOQQ.jpg'}, {'name': 'Venom', 'link': 'Venom^2018', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//2uNW4WbgBXL25BAbXGLnLqX71Sw.jpg'}, {'name': 'Incredibles 2', 'link': 'Incredibles 2^2018', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//9lFKBtaVIhP7E2Pk0IY1CwTKTMZ.jpg'}]",22531552.0,1.0,0.8830011441107772,100.0,30.618100800877546
Brother Bear,2003,85336277,165061521.0,250397798.0,291940.0,3.78,,6.9,G,,Adventure,Hand Animation,Kids Fiction,Walt Disney Animation Studios,,https://www.the-numbers.com/movie/Brother-Bear#tab=summary,tt0328880,https://image.tmdb.org/t/p/w300_and_h450_bestv2//otptPbEY0vBostmo95xwiiumMJm.jpg,"[{'name': 'The Revenant', 'link': 'The Revenant^2015', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//tSaBkriE7TpbjFoQUFXuikoz0dF.jpg'}, {'name': 'Fantastic Four', 'link': 'Fantastic Four^2005', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//8HLQLILZLhDQWO6JDpvY6XJLH75.jpg'}, {'name': 'The Lego Movie', 'link': 'The Lego Movie^2014', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//lbctonEnewCYZ4FYoTZhs8cidAl.jpg'}, {'name': 'Open Season', 'link': 'Open Season^2006', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//7iUr3p7endMHhX8KUFs0SXrz8ug.jpg'}, {'name': 'Big Hero 6', 'link': 'Big Hero 6^2014', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//xozrGME58olN1xBhtxmjpOoY0jH.jpg'}]",,1.0,,100.0,
Aliens,1986,85160248,98156207.0,183316455.0,10052042.0,3.78,17000000.0,9.5,R,,Action,Live Action,Science Fiction,,,https://www.the-numbers.com/movie/Aliens#tab=summary,tt0090605,https://image.tmdb.org/t/p/w300_and_h450_bestv2//xwdPTZyyBa4U3V2N0EmozTCeEAY.jpg,"[{'name': 'Alien', 'link': 'Alien^1979', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//vfrQk5IPloGg1v9Rzbh2Eg3VGyM.jpg'}, {'name': 'Home', 'link': 'Home^2015', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//b7czgMTk5txqLr2UczBb0Wez77E.jpg'}, {'name': 'Independence Day', 'link': 'Independence Day^1996', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//hC5Q0RM2SimPJO963wBexpgeCdD.jpg'}, {'name': 'Passengers', 'link': 'Passengers^2016', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//n5DpXC4ZxH4dnydcz7qav9iA4U.jpg'}, {'name': 'Star Trek Into Darkness', 'link': 'Star Trek Into Darkness^2013', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//7XrRkhMa9lQ71RszzSyVrJVvhyS.jpg'}]",166316455.0,1.0,6.517865260655308,100.0,34.56250568245871
Open Season,2006,85105259,106826899.0,191932158.0,23624548.0,3.78,85000000.0,5.8,PG,86.0,Adventure,Digital Animation,Kids Fiction,Columbia Pictures,,https://www.the-numbers.com/movie/Open-Season-(2006)#tab=summary,tt0400717,https://image.tmdb.org/t/p/w300_and_h450_bestv2//7iUr3p7endMHhX8KUFs0SXrz8ug.jpg,"[{'name': 'The Revenant', 'link': 'The Revenant^2015', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//tSaBkriE7TpbjFoQUFXuikoz0dF.jpg'}, {'name': 'Bambi', 'link': 'Bambi^1942', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//wV9e2y4myJ4KMFsyFfWYcUOawyK.jpg'}, {'name': 'Brother Bear', 'link': 'Brother Bear^2003', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//otptPbEY0vBostmo95xwiiumMJm.jpg'}, {'name': 'Over the Hedge', 'link': 'Over the Hedge^2006', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//6qKM3Rl1tQgOFO1fMA7DAizWZ5n.jpg'}, {'name': 'The Hobbit: The Desolation of Smaug', 'link': 'The Hobbit: The Desolation of Smaug^2013', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//ckAJAtGcIrXy90wUuIdCmLCzkPW.jpg'}]",106932158.0,1.0,4.1906220155732905,100.0,32.9334354109013
Green Book,2018,85080171,234463261.0,319543432.0,320429.0,3.78,23000000.0,9.8,PG-13,130.0,Comedy,Live Action,Dramatization,Participant Media,"When Tony Lip, an Italian-American bouncer with a seventh-grade education, is hired to drive Dr. Don Shirley, a world-class African-American pianist on a concert tour from Manhattan to the Deep South, they must rely on the 'Negro Motorist Green Book' to guide them to the few establishments that were then safe for Blacks.  Confronted with racism, danger—as well as unexpected humanity and humor—they are forced to set aside differences to survive and thrive on the journey of a lifetime.",https://www.the-numbers.com/movie/Green-Book-(2018)#tab=summary,tt6966692,https://image.tmdb.org/t/p/w300_and_h450_bestv2//7BsvSuDQuoqhWmU2fL7W2GOcZHU.jpg,"[{'name': 'Rocketman', 'link': 'Rocketman^2019', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//f4FF18ia7yTvHf2izNrHqBmgH8U.jpg'}, {'name': 'The Imitation Game', 'link': 'The Imitation Game^2014', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//lLZxUpNnLHklJ7IA75CbjfE0xra.jpg'}, {'name': 'Brokeback Mountain', 'link': 'Brokeback Mountain^2005', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//1A2EU80gL5KXXjjcUZZt8UI4Zot.jpg'}]",296543432.0,1.0,11.621400502483649,100.0,38.134980351738555
The Expendables 2,2012,85028192,226951064.0,311979256.0,28591370.0,3.78,100000000.0,5.9,R,103.0,Action,Live Action,Contemporary Fiction,Lionsgate,"The Expendables are back and this time it's personal...Barney Ross, Lee Christmas, Yin Yang, Gunnar Jensen, Toll Road and Hale Caesar -- with newest members Billy the and Maggie aboard -- are reunited when Mr. Church enlists the Expendables to take on a seemingly simple job.  The task looks like an easy paycheck for Barney and his band of old-school mercenaries.   But when things go wrong and one of their own is viciously killed, the Expendables are compelled to seek revenge in hostile territory where the odds are stacked against them.  Hell-bent on payback, the crew cuts a swath of destruction through opposing forces, wreaking havoc and shutting down an unexpected threat in the nick of time - six pounds of weapons-grade plutonium; enough to change the balance of power in the world.  But that's nothing compared to the justice they serve against the villainous adversary who savagely murdered their brother. That is done the Expendables way....",https://www.the-numbers.com/movie/Expendables-2-The#tab=summary,tt1764651,https://image.tmdb.org/t/p/w300_and_h450_bestv2//6BxsfzRVjyt3D3KAyz3xgYKBxf7.jpg,"[{'name': 'The Revenant', 'link': 'The Revenant^2015', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//tSaBkriE7TpbjFoQUFXuikoz0dF.jpg'}, {'name': 'The Equalizer', 'link': 'The Equalizer^2014', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//5tb6sejph4zJKC1vrkwPiA2EjXZ.jpg'}, {'name': 'The Equalizer 2', 'link': 'The Equalizer 2^2018', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//cQvc9N6JiMVKqol3wcYrGshsIdZ.jpg'}]",211979256.0,1.0,8.307369398066825,100.0,35.81515857864677
Cinderella,1950,85000000,178591415.0,263591415.0,,3.78,2900000.0,,G,74.0,Musical,Hand Animation,Fantasy,,,https://www.the-numbers.com/movie/Cinderella-(1950)#tab=summary,tt0042332,https://image.tmdb.org/t/p/w300_and_h450_bestv2//avz6S9HYWs4O8Oe4PenBFNX4uDi.jpg,"[{'name': 'Mary Poppins Returns', 'link': 'Mary Poppins Returns^2018', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//uTVGku4LibMGyKgQvjBtv3OYfAX.jpg'}, {'name': 'Aladdin', 'link': 'Aladdin^1992', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//3iYQTLGoy7QnjcUYRJy4YrAgGvp.jpg'}, {'name': 'The Jungle Book', 'link': 'The Jungle Book^1967', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//tOEOlmLP71IojeJ91dyJ9Nsb8O8.jpg'}, {'name': 'The Lion King', 'link': 'The Lion King^1994', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//2bXbqYdUdNVa8VIWXVfclP2ICtT.jpg'}, {'name': 'The Hunchback of Notre Dame', 'link': 'The Hunchback of Notre Dame^1996', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//r7V92gY3AMO6li17MmGTixAnFcv.jpg'}]",260691415.0,1.0,10.216376470864388,100.0,37.15146352960507
Dangerous Minds,1995,84919401,94000000.0,178919401.0,14931503.0,3.78,,13.0,,,,,,,,https://www.the-numbers.com/movie/Dangerous-Minds#tab=summary,tt0112792,https://image.tmdb.org/t/p/w300_and_h450_bestv2//y2iKziYm1rG5AWfL3el7HgxhoIp.jpg,"[{'name': 'Straight Outta Compton', 'link': 'Straight Outta Compton^2015', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//9B63hMwU6iICtNDTISCaZQ5US7R.jpg'}, {'name': '8 Mile', 'link': '8 Mile^2002', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//7BmQj8qE1FLuLTf7Xjf9sdIHzoa.jpg'}, {'name': 'Dead Poets Society', 'link': 'Dead Poets Society^1989', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//ai40gM7SUaGA6fthvsd87o8IQq4.jpg'}, {'name': 'Spider-Man: Homecoming', 'link': 'Spider-Man: Homecoming^2017', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//c24sv2weTHPsmDa7jEMN0m2P3RT.jpg'}]",,1.0,,100.0,
Paranormal Activity 2,2010,84752907,92759125.0,177512032.0,40678424.0,3.78,3000000.0,4.4,R,91.0,Horror,Live Action,Fantasy,Blumhouse,,https://www.the-numbers.com/movie/Paranormal-Activity-2#tab=summary,tt1536044,https://image.tmdb.org/t/p/w300_and_h450_bestv2//rgqe1pPLOdBDN5BJyXu0z0c5n9o.jpg,"[{'name': 'What Lies Beneath', 'link': 'What Lies Beneath^2000', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//2L3Cn0CizbSy2E9KJt1SiOSyb6p.jpg'}, {'name': 'The Exorcist', 'link': 'The Exorcist^1973', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//4ucLGcXVVSVnsfkGtbLY4XAius8.jpg'}, {'name': 'The Conjuring', 'link': 'The Conjuring^2013', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//ejrD1lkCIQX26TO8k4gePsFpcyX.jpg'}, {'name': 'Ghostbusters', 'link': 'Ghostbusters^1984', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//h5Qz8J4T8YQnbZzHXM73WVYYVPK.jpg'}, {'name': 'Annabelle: Creation', 'link': 'Annabelle: Creation^2017', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//f7pn0VD3QpEXH8sETFNUow4o7hz.jpg'}]",174512032.0,1.0,6.8390461481346945,100.0,34.787332303694285
Tammy,2014,84525432,11882223.0,96407655.0,21577049.0,3.78,20000000.0,4.7,R,96.0,Comedy,Live Action,Contemporary Fiction,Gary Sanchez Productions,"Tammy is having a bad day. She's totaled her clunker car, gotten fired from her thankless job at a greasy burger joint and, instead of finding comfort at home, finds her husband getting comfortable with the neighbor in her own house. It's time to take her boom box and book it. The bad news is she's broke and without wheels. The worse news is her grandma, Pearl, is her only option—with a car, cash, and an itch to see Niagara Falls. Not exactly the escape Tammy had in mind. But on the road, with grandma riding shot gun, it may be just what Tammy needs.",https://www.the-numbers.com/movie/Tammy#tab=summary,tt2103254,https://image.tmdb.org/t/p/w300_and_h450_bestv2//goWht6dodlu4qtiIVPxxj7Py4MZ.jpg,[],76407655.0,1.0,2.9943808035869677,100.0,32.09606656251088
The Santa Clause 3: The Escape Clause,2006,84500122,23000000.0,107500122.0,19504038.0,3.78,,6.4,G,97.0,Adventure,Live Action,Kids Fiction,,,https://www.the-numbers.com/movie/Santa-Clause-3-The-Escape-Clause-The#tab=summary,tt0452681,https://image.tmdb.org/t/p/w300_and_h450_bestv2//uTFO1XZS80uWRLtQiH2MYXaPJVO.jpg,"[{'name': 'The Santa Clause', 'link': 'The Santa Clause^1994', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//vFICXiQdnugVYPz7vf3Us7Gx8q5.jpg'}, {'name': 'How the Grinch Stole Christmas', 'link': 'How the Grinch Stole Christmas^2000', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//qYYIxgm9qxz1Fvu6mA6gKs9iLZC.jpg'}, {'name': 'The Santa Clause 2', 'link': 'The Santa Clause 2^2002', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//g8snUzCS8JhRAzAxZUCAktEGU7d.jpg'}, {'name': 'Elf', 'link': 'Elf^2003', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//zDHFQmaxlTIJGQDfTrLTL9RK2tQ.jpg'}]",,1.0,,100.0,
Ferdinand,2017,84410380,205428533.0,289838913.0,13401586.0,3.78,111000000.0,5.9,PG,107.0,Adventure,Digital Animation,Kids Fiction,Blue Sky Studios,"After being mistaken for a dangerous beast, Ferdinand is captured and torn from his home. Determined to return to his family, he rallies a misfit team on the ultimate adventure. Ferdinand proves you can't judge a bull by its cover.",https://www.the-numbers.com/movie/Ferdinand#tab=summary,tt3411444,https://image.tmdb.org/t/p/w300_and_h450_bestv2//rMm94JsRfcOPiPVsTRcBiiVBOhz.jpg,"[{'name': 'Smallfoot', 'link': 'Smallfoot^2018', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//zfaiO7QgpcvR8XDOMokWLRfKeTE.jpg'}, {'name': 'Cars', 'link': 'Cars^2006', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//qa6HCwP4Z15l3hpsASz3auugEW6.jpg'}, {'name': 'Alvin and the Chipmunks', 'link': 'Alvin and the Chipmunks^2007', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//fONOOf3RmWnCKFwSl9e0z61KlZs.jpg'}, {'name': 'Bridge to Terabithia', 'link': 'Bridge to Terabithia^2007', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//3xFxGodKPMFLheS8rujFSmLfcq4.jpg'}, {'name': 'The Bourne Ultimatum', 'link': 'The Bourne Ultimatum^2007', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//d4DuphCHCjVUyffExnK5nLbn39K.jpg'}]",178838913.0,1.0,7.008614621421895,100.0,34.90603023499533
"Crazy, Stupid, Love",2011,84351197,62791131.0,147142328.0,19104303.0,3.78,50000000.0,6.1,PG-13,118.0,Comedy,Live Action,Contemporary Fiction,Warner Bros.,"At fortysomething, straight-laced Cal Weaver is living the dream - good job, nice house, great kids and marriage to his high school sweetheart. But when Cal learns that his wife, Emily, has cheated on him and wants a divorce, his ""perfect"" life quickly unravels. In today's single world, Cal, who hasn't dated in decades, stands out as the epitome of un-smooth. Spending his free evenings sulking alone at a local bar, the hapless Cal is taken on as wingman and protege to handsome lothario Jacob Palmer. In an effort to help Cal get over his wife and start living his life, Jacob opens Cal's eyes to the many options before him: flirty women, manly drinks and a sense of style that can't be found at Supercuts or The Gap. Cal and Emily aren't the only ones looking for love in what might be all the wrong places: Cal's 13-year-old son, Robbie, is in love with his 17-year-old babysitter, Jessica, who harbors a major crush of her own...on Cal. And even Jacob's new-woman-every-night modus operandi is challenged when he tries his best lines on Hannah, a girl he just can't seem to get out of his mind - maybe because she's the first woman he's ever met who doesn't think this professional player has any game.",https://www.the-numbers.com/movie/Crazy-Stupid-Love#tab=summary,tt1570728,https://image.tmdb.org/t/p/w300_and_h450_bestv2//ep5ZVeP8e05VSsXVaQVy70cYOxL.jpg,"[{'name': 'Vanilla Sky', 'link': 'Vanilla Sky^2001', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//cAh2pCiNPftsY3aSqJuIOde7uWr.jpg'}, {'name': 'Think Like a Man', 'link': 'Think Like a Man^2012', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//kfIrKVPDzXJDBzPnFEuoatlaZPW.jpg'}]",97142328.0,1.0,3.806963087388938,100.0,32.66487416117226
Annabelle,2014,84273813,172589107.0,256862920.0,37134255.0,3.78,6500000.0,4.7,R,98.0,Horror,Live Action,Historical Fiction,Atomic Monster,"John Gordon has found the perfect gift for both his pregnant wife Mia and their unborn child—Annabelle, a beautiful and rare vintage doll in a pure white wedding dress. Unfortunately, the family's delight with the doll is short-lived. On one horrific night, their home is invaded by members of a satanic cult, who violently attack John and Mia. Spilled blood and terror are not all they leave behind. The cultists have conjured an entity, which is so malevolent that nothing they did will compare to the sinister conduit to the damned that is now Annabelle.",https://www.the-numbers.com/movie/Annabelle#tab=summary,tt3322940,https://image.tmdb.org/t/p/w300_and_h450_bestv2//yLsuU2P2SpDYFwtZQ7dtfVAf6TE.jpg,"[{'name': 'Annabelle: Creation', 'link': 'Annabelle: Creation^2017', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//f7pn0VD3QpEXH8sETFNUow4o7hz.jpg'}, {'name': 'The Nun', 'link': 'The Nun^2018', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//sFC1ElvoKGdHJIWRpNB3xWJ9lJA.jpg'}, {'name': 'What Lies Beneath', 'link': 'What Lies Beneath^2000', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//2L3Cn0CizbSy2E9KJt1SiOSyb6p.jpg'}, {'name': 'Ghostbusters', 'link': 'Ghostbusters^1984', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//h5Qz8J4T8YQnbZzHXM73WVYYVPK.jpg'}, {'name': 'The Exorcist', 'link': 'The Exorcist^1973', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//4ucLGcXVVSVnsfkGtbLY4XAius8.jpg'}]",250362920.0,1.0,9.811607509456739,100.0,36.86812525661972
Scooby-Doo 2: Monsters Unleashed,2004,84185387,96671609.0,180856996.0,29438331.0,3.78,25000000.0,6.4,,,,,,,,https://www.the-numbers.com/movie/Scooby-Doo-2-Monsters-Unleashed#tab=summary,tt0331632,https://image.tmdb.org/t/p/w300_and_h450_bestv2//voku0sDMzQRwqBcTDq4X8j4sJHD.jpg,"[{'name': 'Cloverfield', 'link': 'Cloverfield^2008', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//qIegUGJqyMMCRjkKV1s7A9MqdJ8.jpg'}, {'name': 'Godzilla', 'link': 'Godzilla^2014', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//6R0xEIeXpOJt3vg1SsQuJkOKBWu.jpg'}, {'name': 'Sherlock Holmes', 'link': 'Sherlock Holmes^2009', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//momkKuWburNTqKBF6ez7rvhYVhE.jpg'}, {'name': 'Kong: Skull Island', 'link': 'Kong: Skull Island^2017', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//r2517Vz9EhDhj88qwbDVj8DCRZN.jpg'}, {'name': 'Rampage', 'link': 'Rampage^2018', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//MGADip4thVSErP34FAAfzFBTZ5.jpg'}]",155856996.0,1.0,6.107963880413956,100.0,34.27557471628977
Birds of Prey (And the Fantabulous Emancipation of One Harley Quinn),2020,84158461,117700000.0,201858461.0,33010017.0,3.78,82000000.0,4.3,R,109.0,Action,Live Action,Super Hero,LuckyChap Entertainment,"You ever hear the one about the cop, the songbird, the psycho and the mafia princess? 'Birds of Prey (And the Fantabulous Emancipation of One Harley Quinn)' is a twisted tale told by Harley herself, as only Harley can tell it. When Gotham's most nefariously narcissistic villain, Roman Sionis, and his zealous right-hand, Zsasz, put a target on a young girl named Cass, the city is turned upside down looking for her. Harley, Huntress, Black Canary and Renee Montoya's paths collide, and the unlikely foursome have no choice but to team up to take Roman down.",https://www.the-numbers.com/movie/Birds-of-Prey-(And-the-Fantabulous-Emancipation-of-One-Harley-Quinn)-(2020)#tab=summary,tt7713068,https://image.tmdb.org/t/p/w300_and_h450_bestv2//h4VB6m0RwcicVEZvzftYZyKXs6K.jpg,"[{'name': 'Wonder Woman', 'link': 'Wonder Woman^2017', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//gfJGlDaHuWimErCr5Ql0I8x9QSy.jpg'}, {'name': 'Captain Marvel', 'link': 'Captain Marvel^2019', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//AtsgWhDnHTq68L0lLsUrCnM7TjG.jpg'}, {'name': 'Man of Steel', 'link': 'Man of Steel^2013', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//7rIPjn5TUK04O25ZkMyHrGNPgLx.jpg'}, {'name': 'X-Men: Apocalypse', 'link': 'X-Men: Apocalypse^2016', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//2mtQwJKVKQrZgTz49Dizb25eOQQ.jpg'}, {'name': 'Superman Returns', 'link': 'Superman Returns^2006', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//6ZYOpyhFZrAQIe1BuhqVgzfAdGZ.jpg'}]",119858461.0,1.0,4.697197875865674,100.0,33.288038513105974
Anchorman: The Legend of Ron Burgundy,2004,84136909,5339356.0,89476265.0,28416365.0,3.78,25000000.0,4.4,PG-13,95.0,Comedy,Live Action,Historical Fiction,DreamWorks Pictures,,https://www.the-numbers.com/movie/Anchorman-The-Legend-of-Ron-Burgundy#tab=summary,tt0357413,https://image.tmdb.org/t/p/w300_and_h450_bestv2//mhZIcRePT7U8viFQVjt1ZjYIsR4.jpg,"[{'name': 'Anchorman 2: The Legend Continues', 'link': 'Anchorman 2: The Legend Continues^2013', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//55volAzeebtFzyrx7DJkegvw8Ta.jpg'}]",64476265.0,1.0,2.5267951254751413,100.0,31.7687565878326
Atlantis: The Lost Empire,2001,84052762,101996258.0,186049020.0,329011.0,3.78,90000000.0,6.3,,,,,,,,https://www.the-numbers.com/movie/Atlantis-The-Lost-Empire#tab=summary,tt0230011,https://image.tmdb.org/t/p/w300_and_h450_bestv2//oK8yR6xSQreWf1ouP1VpXKwoop5.jpg,"[{'name': 'The SpongeBob Movie: Sponge Out of Water', 'link': 'The SpongeBob Movie: Sponge Out of Water^2015', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//2WDmjUlSAPlA27i2OwEC7sRTFw3.jpg'}, {'name': 'Pirates of the Caribbean: Dead Men Tell No Tales', 'link': 'Pirates of the Caribbean: Dead Men Tell No Tales^2017', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//xbpSDU3p7YUGlu9Mr6Egg2Vweto.jpg'}, {'name': 'Pirates of the Caribbean: On Stranger Tides', 'link': 'Pirates of the Caribbean: On Stranger Tides^2011', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//keGfSvCmYj7CvdRx36OdVrAEibE.jpg'}, {'name': 'Pinocchio', 'link': 'Pinocchio^1940', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//gN1dQBHi4557cFduIu9njOr6knW.jpg'}]",96049020.0,1.0,3.764116850482334,100.0,32.634881795337634
Cliffhanger,1993,84049211,170950789.0,255000000.0,20458022.0,3.78,65000000.0,5.5,R,,Action,Live Action,Contemporary Fiction,,,https://www.the-numbers.com/movie/Cliffhanger#tab=summary,tt0106582,https://image.tmdb.org/t/p/w300_and_h450_bestv2//b28DOM54OHb1c7Lsk6Nu7Kwuonj.jpg,"[{'name': 'Now You See Me', 'link': 'Now You See Me^2013', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//h4LgHQtpm9si92edda5JN6g0tX4.jpg'}, {'name': 'The Revenant', 'link': 'The Revenant^2015', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//tSaBkriE7TpbjFoQUFXuikoz0dF.jpg'}, {'name': 'The Italian Job', 'link': 'The Italian Job^2003', 'poster': 'https://image.tmdb.org/t/p/w300_and_h450_bestv2//eSkjK4kctyrWpFhxl35GPvSs6tI.jpg'}]",190000000.0,1.0,7.446012479790459,100.0,35.212208735853324
